GHI_inst,timestamp
701.8125,29/08/23 02:00
703.403275,29/08/23 02:05
705.649075,29/08/23 02:10
710.7957,29/08/23 02:15
715.568025,29/08/23 02:20
730.2593,29/08/23 02:25
732.785825,29/08/23 02:30
676.92155,29/08/23 02:35
700.221725,29/08/23 02:40
700.970325,29/08/23 02:45
648.568325,29/08/23 02:50
704.99405,29/08/23 02:55
702.37395,29/08/23 03:00
